Item,Response,Participant,Group,Dimension
19,2,63,USA,Care
20,2,64,USA,Equality
21,2,65,USA,Proportionality
22,4,66,USA,Loyalty
23,3,67,USA,Authority
24,2,68,USA,Purity
25,2,69,USA,Care
26,2,70,USA,Equality
27,3,71,USA,Proportionality
28,3,72,USA,Loyalty
29,3,73,USA,Authority
30,3,74,USA,Purity
31,2,75,USA,Care
32,2,76,USA,Equality
33,2,77,USA,Proportionality
34,2,78,USA,Loyalty
35,4,79,USA,Authority
36,2,80,USA,Purity
1,5,81,USA,Care
2,1,82,USA,Equality
3,2,83,USA,Proportionality
4,1,84,USA,Loyalty
5,3,85,USA,Authority
6,3,86,USA,Purity
7,3,87,USA,Care
8,1,88,USA,Equality
9,4,89,USA,Proportionality
10,1,90,USA,Loyalty
11,5,91,USA,Authority
12,2,92,USA,Purity
13,4,93,USA,Care
14,1,94,USA,Equality
15,4,95,USA,Proportionality
16,2,96,USA,Loyalty
17,5,97,USA,Authority
18,3,98,USA,Purity
19,5,99,USA,Care
20,1,100,USA,Equality
21,5,101,USA,Proportionality
22,2,102,USA,Loyalty
23,2,103,USA,Authority
24,1,104,USA,Purity
25,4,105,USA,Care
26,5,106,USA,Equality
27,3,107,USA,Proportionality
28,4,108,USA,Loyalty
29,3,109,USA,Authority
30,3,110,USA,Purity
31,5,111,USA,Care
32,1,112,USA,Equality
33,4,113,USA,Proportionality
34,5,114,USA,Loyalty
35,4,115,USA,Authority
36,3,116,USA,Purity
1,4,117,USA,Care
2,4,118,USA,Equality
3,5,119,USA,Proportionality
4,4,120,USA,Loyalty
5,4,121,USA,Authority
6,4,122,USA,Purity
7,4,123,USA,Care
8,3,124,USA,Equality
9,4,125,USA,Proportionality
10,3,126,USA,Loyalty
11,3,127,USA,Authority
12,2,128,USA,Purity
13,4,129,USA,Care
14,4,130,USA,Equality
15,5,131,USA,Proportionality
16,4,132,USA,Loyalty
17,5,133,USA,Authority
18,1,134,USA,Purity
19,1,135,USA,Care
20,4,136,USA,Equality
21,4,137,USA,Proportionality
22,4,138,USA,Loyalty
23,3,139,USA,Authority
24,2,140,USA,Purity
25,3,141,USA,Care
26,3,142,USA,Equality
27,4,143,USA,Proportionality
28,4,144,USA,Loyalty
29,4,145,USA,Authority
30,2,146,USA,Purity
31,5,147,USA,Care
32,3,148,USA,Equality
33,3,149,USA,Proportionality
34,4,150,USA,Loyalty
35,4,151,USA,Authority
36,3,152,USA,Purity
1,5,153,USA,Care
2,1,154,USA,Equality
3,4,155,USA,Proportionality
4,5,156,USA,Loyalty
5,5,157,USA,Authority
6,5,158,USA,Purity
7,5,159,USA,Care
8,1,160,USA,Equality
9,4,161,USA,Proportionality
10,5,162,USA,Loyalty
11,5,163,USA,Authority
12,4,164,USA,Purity
13,4,165,USA,Care
14,1,166,USA,Equality
15,4,167,USA,Proportionality
16,5,168,USA,Loyalty
17,5,169,USA,Authority
18,2,170,USA,Purity
19,3,171,USA,Care
20,1,172,USA,Equality
21,5,173,USA,Proportionality
22,5,174,USA,Loyalty
23,4,175,USA,Authority
24,2,176,USA,Purity
25,4,177,USA,Care
26,1,178,USA,Equality
27,5,179,USA,Proportionality
28,4,180,USA,Loyalty
29,5,181,USA,Authority
30,3,182,USA,Purity
31,3,183,USA,Care
32,1,184,USA,Equality
33,5,185,USA,Proportionality
34,4,186,USA,Loyalty
35,5,187,USA,Authority
36,5,188,USA,Purity
1,3,189,USA,Care
2,2,190,USA,Equality
3,3,191,USA,Proportionality
4,2,192,USA,Loyalty
5,2,193,USA,Authority
6,2,194,USA,Purity
7,4,195,USA,Care
8,2,196,USA,Equality
9,4,197,USA,Proportionality
10,1,198,USA,Loyalty
11,2,199,USA,Authority
12,1,200,USA,Purity
13,2,201,USA,Care
14,4,202,USA,Equality
15,4,203,USA,Proportionality
16,2,204,USA,Loyalty
17,4,205,USA,Authority
18,1,206,USA,Purity
19,1,207,USA,Care
20,2,208,USA,Equality
21,4,209,USA,Proportionality
22,1,210,USA,Loyalty
23,2,211,USA,Authority
24,3,212,USA,Purity
25,2,213,USA,Care
26,3,214,USA,Equality
27,3,215,USA,Proportionality
28,2,216,USA,Loyalty
29,3,217,USA,Authority
30,3,218,USA,Purity
31,3,219,USA,Care
32,2,220,USA,Equality
33,4,221,USA,Proportionality
34,2,222,USA,Loyalty
35,3,223,USA,Authority
36,1,224,USA,Purity
1,4,225,USA,Care
2,2,226,USA,Equality
3,4,227,USA,Proportionality
4,4,228,USA,Loyalty
5,5,229,USA,Authority
6,4,230,USA,Purity
7,4,231,USA,Care
8,2,232,USA,Equality
9,3,233,USA,Proportionality
10,4,234,USA,Loyalty
11,4,235,USA,Authority
12,3,236,USA,Purity
13,5,237,USA,Care
14,3,238,USA,Equality
15,5,239,USA,Proportionality
16,4,240,USA,Loyalty
17,5,241,USA,Authority
18,4,242,USA,Purity
19,4,243,USA,Care
20,3,244,USA,Equality
21,4,245,USA,Proportionality
22,4,246,USA,Loyalty
23,5,247,USA,Authority
24,3,248,USA,Purity
25,4,249,USA,Care
26,4,250,USA,Equality
27,4,251,USA,Proportionality
28,4,252,USA,Loyalty
29,5,253,USA,Authority
30,4,254,USA,Purity
31,4,255,USA,Care
32,1,256,USA,Equality
33,3,257,USA,Proportionality
34,5,258,USA,Loyalty
35,5,259,USA,Authority
36,3,260,USA,Purity
1,4,261,USA,Care
2,4,262,USA,Equality
3,3,263,USA,Proportionality
4,4,264,USA,Loyalty
5,4,265,USA,Authority
6,3,266,USA,Purity
7,4,267,USA,Care
8,3,268,USA,Equality
9,4,269,USA,Proportionality
10,4,270,USA,Loyalty
11,3,271,USA,Authority
12,3,272,USA,Purity
13,3,273,USA,Care
14,3,274,USA,Equality
15,3,275,USA,Proportionality
16,4,276,USA,Loyalty
17,4,277,USA,Authority
18,4,278,USA,Purity
19,3,279,USA,Care
20,4,280,USA,Equality
21,4,281,USA,Proportionality
22,4,282,USA,Loyalty
23,4,283,USA,Authority
24,4,284,USA,Purity
25,4,285,USA,Care
26,4,286,USA,Equality
27,3,287,USA,Proportionality
28,4,288,USA,Loyalty
29,3,289,USA,Authority
30,3,290,USA,Purity
31,3,291,USA,Care
32,4,292,USA,Equality
33,4,293,USA,Proportionality
34,3,294,USA,Loyalty
35,3,295,USA,Authority
36,3,296,USA,Purity
1,5,297,USA,Care
2,4,298,USA,Equality
3,5,299,USA,Proportionality
4,5,300,USA,Loyalty
5,3,301,USA,Authority
6,3,302,USA,Purity
7,5,303,USA,Care
8,2,304,USA,Equality
9,5,305,USA,Proportionality
10,5,306,USA,Loyalty
11,5,307,USA,Authority
12,5,308,USA,Purity
13,5,309,USA,Care
14,3,310,USA,Equality
15,2,311,USA,Proportionality
16,5,312,USA,Loyalty
17,5,313,USA,Authority
18,5,314,USA,Purity
19,5,315,USA,Care
20,3,316,USA,Equality
21,1,317,USA,Proportionality
22,5,318,USA,Loyalty
23,5,319,USA,Authority
24,1,320,USA,Purity
25,5,321,USA,Care
26,5,322,USA,Equality
27,3,323,USA,Proportionality
28,5,324,USA,Loyalty
29,5,325,USA,Authority
30,5,326,USA,Purity
31,5,327,USA,Care
32,1,328,USA,Equality
33,5,329,USA,Proportionality
34,5,330,USA,Loyalty
35,5,331,USA,Authority
36,5,332,USA,Purity
1,3,333,USA,Care
2,2,334,USA,Equality
3,4,335,USA,Proportionality
4,4,336,USA,Loyalty
5,5,337,USA,Authority
6,4,338,USA,Purity
7,4,339,USA,Care
8,2,340,USA,Equality
9,4,341,USA,Proportionality
10,5,342,USA,Loyalty
11,4,343,USA,Authority
12,2,344,USA,Purity
13,4,345,USA,Care
14,2,346,USA,Equality
15,4,347,USA,Proportionality
16,4,348,USA,Loyalty
17,3,349,USA,Authority
18,3,350,USA,Purity
19,4,351,USA,Care
20,2,352,USA,Equality
21,4,353,USA,Proportionality
22,5,354,USA,Loyalty
23,4,355,USA,Authority
24,2,356,USA,Purity
25,4,357,USA,Care
26,3,358,USA,Equality
27,4,359,USA,Proportionality
28,4,360,USA,Loyalty
29,3,361,USA,Authority
30,2,362,USA,Purity
31,4,363,USA,Care
32,2,364,USA,Equality
33,4,365,USA,Proportionality
34,5,366,USA,Loyalty
35,5,367,USA,Authority
36,2,368,USA,Purity
1,5,369,USA,Care
2,2,370,USA,Equality
3,5,371,USA,Proportionality
4,5,372,USA,Loyalty
5,5,373,USA,Authority
6,5,374,USA,Purity
7,5,375,USA,Care
8,4,376,USA,Equality
9,5,377,USA,Proportionality
10,4,378,USA,Loyalty
11,5,379,USA,Authority
12,4,380,USA,Purity
13,5,381,USA,Care
14,4,382,USA,Equality
15,4,383,USA,Proportionality
16,5,384,USA,Loyalty
17,5,385,USA,Authority
18,5,386,USA,Purity
19,2,387,USA,Care
20,2,388,USA,Equality
21,5,389,USA,Proportionality
22,5,390,USA,Loyalty
23,5,391,USA,Authority
24,4,392,USA,Purity
25,5,393,USA,Care
26,5,394,USA,Equality
27,5,395,USA,Proportionality
28,5,396,USA,Loyalty
29,5,397,USA,Authority
30,5,398,USA,Purity
31,5,399,USA,Care
32,4,400,USA,Equality
33,5,401,USA,Proportionality
34,5,402,USA,Loyalty
35,5,403,USA,Authority
36,4,404,USA,Purity
1,3,405,USA,Care
2,3,406,USA,Equality
3,3,407,USA,Proportionality
4,3,408,USA,Loyalty
5,4,409,USA,Authority
6,3,410,USA,Purity
7,3,411,USA,Care
8,3,412,USA,Equality
9,3,413,USA,Proportionality
10,3,414,USA,Loyalty
11,3,415,USA,Authority
12,3,416,USA,Purity
13,3,417,USA,Care
14,3,418,USA,Equality
15,3,419,USA,Proportionality
16,3,420,USA,Loyalty
17,4,421,USA,Authority
18,5,422,USA,Purity
19,3,423,USA,Care
20,4,424,USA,Equality
21,3,425,USA,Proportionality
22,2,426,USA,Loyalty
23,3,427,USA,Authority
24,3,428,USA,Purity
25,3,429,USA,Care
26,3,430,USA,Equality
27,3,431,USA,Proportionality
28,3,432,USA,Loyalty
29,3,433,USA,Authority
30,3,434,USA,Purity
31,3,435,USA,Care
32,3,436,USA,Equality
33,3,437,USA,Proportionality
34,3,438,USA,Loyalty
35,3,439,USA,Authority
36,3,440,USA,Purity
1,3,441,USA,Care
2,4,442,USA,Equality
3,4,443,USA,Proportionality
4,5,444,USA,Loyalty
5,2,445,USA,Authority
6,2,446,USA,Purity
7,4,447,USA,Care
8,3,448,USA,Equality
9,3,449,USA,Proportionality
10,2,450,USA,Loyalty
11,1,451,USA,Authority
12,2,452,USA,Purity
13,2,453,USA,Care
14,2,454,USA,Equality
15,3,455,USA,Proportionality
16,5,456,USA,Loyalty
17,2,457,USA,Authority
18,2,458,USA,Purity
19,3,459,USA,Care
20,4,460,USA,Equality
21,4,461,USA,Proportionality
22,1,462,USA,Loyalty
23,3,463,USA,Authority
24,2,464,USA,Purity
25,3,465,USA,Care
26,4,466,USA,Equality
27,3,467,USA,Proportionality
28,2,468,USA,Loyalty
29,3,469,USA,Authority
30,3,470,USA,Purity
31,2,471,USA,Care
32,1,472,USA,Equality
33,3,473,USA,Proportionality
34,4,474,USA,Loyalty
35,3,475,USA,Authority
36,1,476,USA,Purity
1,5,477,USA,Care
2,2,478,USA,Equality
3,5,479,USA,Proportionality
4,2,480,USA,Loyalty
5,3,481,USA,Authority
6,3,482,USA,Purity
7,5,483,USA,Care
8,2,484,USA,Equality
9,5,485,USA,Proportionality
10,2,486,USA,Loyalty
11,2,487,USA,Authority
12,3,488,USA,Purity
13,5,489,USA,Care
14,4,490,USA,Equality
15,5,491,USA,Proportionality
16,5,492,USA,Loyalty
17,4,493,USA,Authority
18,2,494,USA,Purity
19,5,495,USA,Care
20,2,496,USA,Equality
21,4,497,USA,Proportionality
22,4,498,USA,Loyalty
23,4,499,USA,Authority
24,3,500,USA,Purity
25,5,501,USA,Care
26,2,502,USA,Equality
27,5,503,USA,Proportionality
28,1,504,USA,Loyalty
29,4,505,USA,Authority
30,1,506,USA,Purity
31,5,507,USA,Care
32,1,508,USA,Equality
33,4,509,USA,Proportionality
34,5,510,USA,Loyalty
35,5,511,USA,Authority
36,3,512,USA,Purity
1,5,513,USA,Care
2,3,514,USA,Equality
3,2,515,USA,Proportionality
4,2,1,USA,Loyalty
5,1,2,USA,Authority
6,1,3,USA,Purity
7,5,4,USA,Care
8,4,5,USA,Equality
9,1,6,USA,Proportionality
10,1,7,USA,Loyalty
11,1,8,USA,Authority
12,1,9,USA,Purity
13,5,10,USA,Care
14,5,11,USA,Equality
15,4,12,USA,Proportionality
16,4,13,USA,Loyalty
17,3,14,USA,Authority
18,1,15,USA,Purity
19,5,16,USA,Care
20,3,17,USA,Equality
21,2,18,USA,Proportionality
22,1,19,USA,Loyalty
23,2,20,USA,Authority
24,1,21,USA,Purity
25,5,22,USA,Care
26,2,23,USA,Equality
27,3,24,USA,Proportionality
28,5,25,USA,Loyalty
29,3,26,USA,Authority
30,1,27,USA,Purity
31,5,28,USA,Care
32,4,29,USA,Equality
33,5,30,USA,Proportionality
34,5,31,USA,Loyalty
35,5,32,USA,Authority
36,1,33,USA,Purity
1,3,34,USA,Care
2,1,35,USA,Equality
3,2,36,USA,Proportionality
4,2,37,USA,Loyalty
5,3,38,USA,Authority
6,4,39,USA,Purity
7,4,40,USA,Care
8,1,41,USA,Equality
9,3,42,USA,Proportionality
10,1,43,USA,Loyalty
11,3,44,USA,Authority
12,2,45,USA,Purity
13,3,46,USA,Care
14,3,47,USA,Equality
15,3,48,USA,Proportionality
16,3,49,USA,Loyalty
17,3,50,USA,Authority
18,1,51,USA,Purity
19,4,52,USA,Care
20,1,53,USA,Equality
21,2,54,USA,Proportionality
22,3,55,USA,Loyalty
23,3,56,USA,Authority
24,1,57,USA,Purity
25,3,58,USA,Care
26,2,59,USA,Equality
27,2,60,USA,Proportionality
28,2,61,USA,Loyalty
29,3,62,USA,Authority
30,4,63,USA,Purity
31,2,64,USA,Care
32,1,65,USA,Equality
33,2,66,USA,Proportionality
34,3,67,USA,Loyalty
35,3,68,USA,Authority
36,2,69,USA,Purity
1,4,70,USA,Care
2,1,71,USA,Equality
3,4,72,USA,Proportionality
4,3,73,USA,Loyalty
5,4,74,USA,Authority
6,4,75,USA,Purity
7,4,76,USA,Care
8,1,77,USA,Equality
9,4,78,USA,Proportionality
10,4,79,USA,Loyalty
11,4,80,USA,Authority
12,4,81,USA,Purity
13,4,82,USA,Care
14,1,83,USA,Equality
15,4,84,USA,Proportionality
16,3,85,USA,Loyalty
17,4,86,USA,Authority
18,3,87,USA,Purity
19,4,88,USA,Care
20,1,89,USA,Equality
21,4,90,USA,Proportionality
22,2,91,USA,Loyalty
23,4,92,USA,Authority
24,2,93,USA,Purity
25,4,94,USA,Care
26,1,95,USA,Equality
27,3,96,USA,Proportionality
28,4,97,USA,Loyalty
29,5,98,USA,Authority
30,3,99,USA,Purity
31,4,100,USA,Care
32,2,101,USA,Equality
33,4,102,USA,Proportionality
34,4,103,USA,Loyalty
35,3,104,USA,Authority
36,5,105,USA,Purity
1,4,106,USA,Care
2,4,107,USA,Equality
3,3,108,USA,Proportionality
4,2,109,USA,Loyalty
5,2,110,USA,Authority
6,1,111,USA,Purity
7,4,112,USA,Care
8,3,113,USA,Equality
9,4,114,USA,Proportionality
10,1,115,USA,Loyalty
11,2,116,USA,Authority
12,1,117,USA,Purity
13,2,118,USA,Care
14,4,119,USA,Equality
15,3,120,USA,Proportionality
16,3,121,USA,Loyalty
17,4,122,USA,Authority
18,1,123,USA,Purity
19,4,124,USA,Care
20,3,125,USA,Equality
21,4,126,USA,Proportionality
22,3,127,USA,Loyalty
23,3,128,USA,Authority
24,1,129,USA,Purity
25,2,130,USA,Care
26,3,131,USA,Equality
27,2,132,USA,Proportionality
28,2,133,USA,Loyalty
29,3,134,USA,Authority
30,1,135,USA,Purity
31,4,136,USA,Care
32,5,137,USA,Equality
33,2,138,USA,Proportionality
34,3,139,USA,Loyalty
35,3,140,USA,Authority
36,1,141,USA,Purity
1,5,142,USA,Care
2,1,143,USA,Equality
3,4,144,USA,Proportionality
4,5,145,USA,Loyalty
5,4,146,USA,Authority
6,4,147,USA,Purity
7,5,148,USA,Care
8,2,149,USA,Equality
9,4,150,USA,Proportionality
10,5,151,USA,Loyalty
11,5,152,USA,Authority
12,2,153,USA,Purity
13,5,154,USA,Care
14,4,155,USA,Equality
15,4,156,USA,Proportionality
16,5,157,USA,Loyalty
17,5,158,USA,Authority
18,4,159,USA,Purity
19,5,160,USA,Care
20,2,161,USA,Equality
21,5,162,USA,Proportionality
22,5,163,USA,Loyalty
23,5,164,USA,Authority
24,1,165,USA,Purity
25,5,166,USA,Care
26,5,167,USA,Equality
27,1,168,USA,Proportionality
28,5,169,USA,Loyalty
29,5,170,USA,Authority
30,2,171,USA,Purity
31,4,172,USA,Care
32,1,173,USA,Equality
33,3,174,USA,Proportionality
34,5,175,USA,Loyalty
35,5,176,USA,Authority
36,3,177,USA,Purity
1,5,178,USA,Care
2,5,179,USA,Equality
3,2,180,USA,Proportionality
4,1,181,USA,Loyalty
5,2,182,USA,Authority
6,5,183,USA,Purity
7,5,184,USA,Care
8,5,185,USA,Equality
9,1,186,USA,Proportionality
10,1,187,USA,Loyalty
11,1,188,USA,Authority
12,4,189,USA,Purity
13,4,190,USA,Care
14,5,191,USA,Equality
15,2,192,USA,Proportionality
16,1,193,USA,Loyalty
17,2,194,USA,Authority
18,2,195,USA,Purity
19,5,196,USA,Care
20,5,197,USA,Equality
21,3,198,USA,Proportionality
22,1,199,USA,Loyalty
23,3,200,USA,Authority
24,1,201,USA,Purity
25,4,202,USA,Care
26,4,203,USA,Equality
27,1,204,USA,Proportionality
28,1,205,USA,Loyalty
29,2,206,USA,Authority
30,3,207,USA,Purity
31,3,208,USA,Care
32,1,209,USA,Equality
33,1,210,USA,Proportionality
34,4,211,USA,Loyalty
35,1,212,USA,Authority
36,5,213,USA,Purity
1,4,214,USA,Care
2,4,215,USA,Equality
3,4,216,USA,Proportionality
4,1,217,USA,Loyalty
5,1,218,USA,Authority
6,4,219,USA,Purity
7,4,220,USA,Care
8,2,221,USA,Equality
9,2,222,USA,Proportionality
10,1,223,USA,Loyalty
11,1,224,USA,Authority
12,3,225,USA,Purity
13,4,226,USA,Care
14,5,227,USA,Equality
15,2,228,USA,Proportionality
16,1,229,USA,Loyalty
17,5,230,USA,Authority
18,4,231,USA,Purity
19,5,232,USA,Care
20,2,233,USA,Equality
21,4,234,USA,Proportionality
22,1,235,USA,Loyalty
23,5,236,USA,Authority
24,3,237,USA,Purity
25,2,238,USA,Care
26,4,239,USA,Equality
27,3,240,USA,Proportionality
28,1,241,USA,Loyalty
29,3,242,USA,Authority
30,1,243,USA,Purity
31,4,244,USA,Care
32,1,245,USA,Equality
33,4,246,USA,Proportionality
34,4,247,USA,Loyalty
35,1,248,USA,Authority
36,1,249,USA,Purity
1,4,250,USA,Care
2,3,251,USA,Equality
3,4,252,USA,Proportionality
4,5,253,USA,Loyalty
5,3,254,USA,Authority
6,3,255,USA,Purity
7,4,256,USA,Care
8,1,257,USA,Equality
9,5,258,USA,Proportionality
10,5,259,USA,Loyalty
11,4,260,USA,Authority
12,4,261,USA,Purity
13,4,262,USA,Care
14,4,263,USA,Equality
15,5,264,USA,Proportionality
16,5,265,USA,Loyalty
17,5,266,USA,Authority
18,2,267,USA,Purity
19,4,268,USA,Care
20,3,269,USA,Equality
21,4,270,USA,Proportionality
22,5,271,USA,Loyalty
23,4,272,USA,Authority
24,3,273,USA,Purity
25,4,274,USA,Care
26,4,275,USA,Equality
27,4,276,USA,Proportionality
28,4,277,USA,Loyalty
29,4,278,USA,Authority
30,4,279,USA,Purity
31,5,280,USA,Care
32,3,281,USA,Equality
33,3,282,USA,Proportionality
34,3,283,USA,Loyalty
35,5,284,USA,Authority
36,2,285,USA,Purity
1,5,286,USA,Care
2,5,287,USA,Equality
3,5,288,USA,Proportionality
4,5,289,USA,Loyalty
5,4,290,USA,Authority
6,2,291,USA,Purity
7,5,292,USA,Care
8,5,293,USA,Equality
9,5,294,USA,Proportionality
10,5,295,USA,Loyalty
11,5,296,USA,Authority
12,5,297,USA,Purity
13,5,298,USA,Care
14,5,299,USA,Equality
15,5,300,USA,Proportionality
16,5,301,USA,Loyalty
17,5,302,USA,Authority
18,5,303,USA,Purity
19,5,304,USA,Care
20,5,305,USA,Equality
21,5,306,USA,Proportionality
22,5,307,USA,Loyalty
23,5,308,USA,Authority
24,5,309,USA,Purity
25,5,310,USA,Care
26,5,311,USA,Equality
27,5,312,USA,Proportionality
28,5,313,USA,Loyalty
29,5,314,USA,Authority
30,5,315,USA,Purity
31,5,316,USA,Care
32,5,317,USA,Equality
33,5,318,USA,Proportionality
34,5,319,USA,Loyalty
35,5,320,USA,Authority
36,5,321,USA,Purity
1,4,322,USA,Care
2,1,323,USA,Equality
3,4,324,USA,Proportionality
4,2,325,USA,Loyalty
5,2,326,USA,Authority
6,1,327,USA,Purity
7,5,328,USA,Care
8,1,329,USA,Equality
9,3,330,USA,Proportionality
10,1,331,USA,Loyalty
11,1,332,USA,Authority
12,1,333,USA,Purity
13,5,334,USA,Care
14,3,335,USA,Equality
15,5,336,USA,Proportionality
16,2,337,USA,Loyalty
17,3,338,USA,Authority
18,1,339,USA,Purity
19,5,340,USA,Care
20,3,341,USA,Equality
21,5,342,USA,Proportionality
22,4,343,USA,Loyalty
23,5,344,USA,Authority
24,1,345,USA,Purity
25,5,346,USA,Care
26,3,347,USA,Equality
27,3,348,USA,Proportionality
28,3,349,USA,Loyalty
29,3,350,USA,Authority
30,1,351,USA,Purity
31,5,352,USA,Care
32,4,353,USA,Equality
33,4,354,USA,Proportionality
34,2,355,USA,Loyalty
35,4,356,USA,Authority
36,1,357,USA,Purity
1,4,358,USA,Care
2,1,359,USA,Equality
3,5,360,USA,Proportionality
4,5,361,USA,Loyalty
5,4,362,USA,Authority
6,3,363,USA,Purity
7,2,364,USA,Care
8,1,365,USA,Equality
9,5,366,USA,Proportionality
10,5,367,USA,Loyalty
11,5,368,USA,Authority
12,1,369,USA,Purity
13,1,370,USA,Care
14,1,371,USA,Equality
15,3,372,USA,Proportionality
16,5,373,USA,Loyalty
17,4,374,USA,Authority
18,2,375,USA,Purity
19,1,376,USA,Care
20,1,377,USA,Equality
21,5,378,USA,Proportionality
22,5,379,USA,Loyalty
23,4,380,USA,Authority
24,5,381,USA,Purity
25,2,382,USA,Care
26,1,383,USA,Equality
27,5,384,USA,Proportionality
28,5,385,USA,Loyalty
29,5,386,USA,Authority
30,2,387,USA,Purity
31,3,388,USA,Care
32,1,389,USA,Equality
33,5,390,USA,Proportionality
34,4,391,USA,Loyalty
35,5,392,USA,Authority
36,5,393,USA,Purity
1,5,394,USA,Care
2,2,395,USA,Equality
3,5,396,USA,Proportionality
4,1,397,USA,Loyalty
5,2,398,USA,Authority
6,2,399,USA,Purity
7,5,400,USA,Care
8,1,401,USA,Equality
9,5,402,USA,Proportionality
10,1,403,USA,Loyalty
11,2,404,USA,Authority
12,2,405,USA,Purity
13,5,406,USA,Care
14,5,407,USA,Equality
15,5,408,USA,Proportionality
16,2,409,USA,Loyalty
17,5,410,USA,Authority
18,2,411,USA,Purity
19,5,412,USA,Care
20,5,413,USA,Equality
21,5,414,USA,Proportionality
22,1,415,USA,Loyalty
23,5,416,USA,Authority
24,1,417,USA,Purity
25,5,418,USA,Care
26,2,419,USA,Equality
27,1,420,USA,Proportionality
28,1,421,USA,Loyalty
29,5,422,USA,Authority
30,1,423,USA,Purity
31,5,424,USA,Care
32,1,425,USA,Equality
33,3,426,USA,Proportionality
34,3,427,USA,Loyalty
35,5,428,USA,Authority
36,1,429,USA,Purity
1,5,430,USA,Care
2,3,431,USA,Equality
3,4,432,USA,Proportionality
4,4,433,USA,Loyalty
5,5,434,USA,Authority
6,4,435,USA,Purity
7,4,436,USA,Care
8,4,437,USA,Equality
9,4,438,USA,Proportionality
10,5,439,USA,Loyalty
11,3,440,USA,Authority
12,4,441,USA,Purity
13,5,442,USA,Care
14,4,443,USA,Equality
15,4,444,USA,Proportionality
16,4,445,USA,Loyalty
17,5,446,USA,Authority
18,2,447,USA,Purity
19,3,448,USA,Care
20,5,449,USA,Equality
21,4,450,USA,Proportionality
22,4,451,USA,Loyalty
23,5,452,USA,Authority
24,3,453,USA,Purity
25,5,454,USA,Care
26,5,455,USA,Equality
27,3,456,USA,Proportionality
28,4,457,USA,Loyalty
29,5,458,USA,Authority
30,3,459,USA,Purity
31,3,460,USA,Care
32,3,461,USA,Equality
33,4,462,USA,Proportionality
34,4,463,USA,Loyalty
35,4,464,USA,Authority
36,3,465,USA,Purity
1,4,466,USA,Care
2,4,467,USA,Equality
3,2,468,USA,Proportionality
4,1,469,USA,Loyalty
5,1,470,USA,Authority
6,1,471,USA,Purity
7,5,472,USA,Care
8,4,473,USA,Equality
9,2,474,USA,Proportionality
10,1,475,USA,Loyalty
11,1,476,USA,Authority
12,1,477,USA,Purity
13,4,478,USA,Care
14,4,479,USA,Equality
15,2,480,USA,Proportionality
16,1,481,USA,Loyalty
17,2,482,USA,Authority
18,1,483,USA,Purity
19,5,484,USA,Care
20,4,485,USA,Equality
21,3,486,USA,Proportionality
22,1,487,USA,Loyalty
23,2,488,USA,Authority
24,1,489,USA,Purity
25,5,490,USA,Care
26,5,491,USA,Equality
27,2,492,USA,Proportionality
28,1,493,USA,Loyalty
29,2,494,USA,Authority
30,1,495,USA,Purity
31,5,496,USA,Care
32,4,497,USA,Equality
33,3,498,USA,Proportionality
34,2,499,USA,Loyalty
35,1,500,USA,Authority
36,1,501,USA,Purity
1,5,502,USA,Care
2,3,503,USA,Equality
3,5,504,USA,Proportionality
4,3,505,USA,Loyalty
5,5,506,USA,Authority
6,2,507,USA,Purity
7,5,508,USA,Care
8,5,509,USA,Equality
9,5,510,USA,Proportionality
10,5,511,USA,Loyalty
11,1,512,USA,Authority
12,1,513,USA,Purity
13,5,514,USA,Care
14,5,515,USA,Equality
15,5,1,USA,Proportionality
16,5,2,USA,Loyalty
17,5,3,USA,Authority
18,4,4,USA,Purity
19,5,5,USA,Care
20,4,6,USA,Equality
21,5,7,USA,Proportionality
22,5,8,USA,Loyalty
23,5,9,USA,Authority
24,1,10,USA,Purity
25,5,11,USA,Care
26,4,12,USA,Equality
27,3,13,USA,Proportionality
28,5,14,USA,Loyalty
29,5,15,USA,Authority
30,1,16,USA,Purity
31,5,17,USA,Care
32,1,18,USA,Equality
33,5,19,USA,Proportionality
34,5,20,USA,Loyalty
35,4,21,USA,Authority
36,3,22,USA,Purity
1,5,23,USA,Care
2,1,24,USA,Equality
3,3,25,USA,Proportionality
4,5,26,USA,Loyalty
5,4,27,USA,Authority
6,5,28,USA,Purity
7,5,29,USA,Care
8,4,30,USA,Equality
9,3,31,USA,Proportionality
10,3,32,USA,Loyalty
11,3,33,USA,Authority
12,3,34,USA,Purity
13,3,35,USA,Care
14,3,36,USA,Equality
15,3,37,USA,Proportionality
16,5,38,USA,Loyalty
17,5,39,USA,Authority
18,4,40,USA,Purity
19,3,41,USA,Care
20,1,42,USA,Equality
21,3,43,USA,Proportionality
22,5,44,USA,Loyalty
23,5,45,USA,Authority
24,3,46,USA,Purity
25,4,47,USA,Care
26,4,48,USA,Equality
27,3,49,USA,Proportionality
28,5,50,USA,Loyalty
29,5,51,USA,Authority
30,2,52,USA,Purity
31,4,53,USA,Care
32,1,54,USA,Equality
33,3,55,USA,Proportionality
34,5,56,USA,Loyalty
35,3,57,USA,Authority
36,2,58,USA,Purity
1,3,59,USA,Care
2,3,60,USA,Equality
3,3,61,USA,Proportionality
4,5,62,USA,Loyalty
5,3,63,USA,Authority
6,1,64,USA,Purity
7,3,65,USA,Care
8,3,66,USA,Equality
9,3,67,USA,Proportionality
